t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
2044.0,1,-72.22817272383637,-87.70442746957434,-80.52093931752952,-89.13204808554843,-72.4371996007949,-93.18378572081753,-71.39628243096456,-91.15413682115887,-62.60332699285624,-88.78040237434129,-72.05948943815264,-92.51223382515762,-71.78041068120204,-91.80113047870778,-69.96545342583708,-88.0402350758112,-73.59851960250049,-93.59769925922043,-73.99801073587709,-92.82214111295363,-71.14857638572727,-92.75116410081908,-71.41828019491668,-92.6799963412493,-70.28184555543552,-89.50802768892869,-78.04520464901357,-93.46493413614164,-72.31630072105325,-92.417712934381,-70.95877751565767,-92.11658481768373,-71.23123770721813,-85.73017931120988,-74.64419430717741,-89.14110309520308,-71.27905427622088,-91.21466217490776,-70.75289297401893,-92.266913972754,-69.30276224387087,-90.89457123319492,-70.92073621061853,-92.08900507777386,-70.13069910261312,-89.24242741869304,-69.44324698211835,-89.56899862516578,-72.26101964986972,-93.12454861609694,-70.869509401076,-91.24952121426927,-71.3207840638263,-92.44245657487181,-70.35392571667343,-92.36666674120829,-68.45747496724516,-90.61849367211133
2046.0,1,-72.1843456758784,-92.71012843387987,-77.69605135117597,-93.60824114270014,-73.01234544556763,-92.22357456977423,-71.88870084249626,-90.63834285919468,-67.98791227874834,-88.44525583005179,-69.01607033836672,-87.13289969188055,-71.55897988229833,-89.05722168583223,-71.20348676530098,-89.16308887884391,-74.06450701084891,-93.39164543133604,-73.17253972018877,-90.68876567170697,-72.43943630855401,-91.36726511794662,-71.9730549914245,-90.44576367743008,-69.33887497586858,-86.61909025294895,-82.06980341798649,-97.19890067358465,-72.75461223955472,-93.04838440965285,-71.25115876451136,-91.21680436886274,-69.48499224502956,-88.63905235528698,-75.75395659512657,-93.2148164894559,-73.25164896069552,-93.53779299298384,-71.2938883450107,-91.39122402506962,-70.45287293944395,-89.37282823350677,-66.8116957260443,-87.42940833695098,-72.2465752419436,-91.01417696984385,-70.89681621573072,-89.01692157080818,-74.2358664945863,-93.79265538483118,-73.44405950936391,-93.75899259069143,-71.93109472416987,-92.13142400033,-72.00682017129839,-91.42100738087535,-69.36665210247699,-89.86762716185831
2048.0,1,-72.11850268055575,-91.87809499413285,-82.4242045279124,-93.90075093190083,-74.71045088081063,-94.33852667543843,-72.78086084998431,-92.4970322471947,-71.38253485623883,-91.07891416957033,-79.19613237453866,-93.66008273958938,-73.69124062624701,-92.16434118931893,-71.8825518193506,-91.38250519519174,-75.67211997757016,-94.4885583207784,-76.04863875746787,-94.19842255995985,-73.47850656168957,-93.59292540913617,-73.04238998945087,-92.66300284147233,-72.02638884640054,-90.29871825141505,-80.67058133054358,-95.9423107405564,-74.77900717129717,-93.6229788995653,-72.9759975955533,-93.14950220402837,-73.12344144673285,-93.03987747705476,-78.85576533059293,-92.90081965366609,-74.74115973567082,-92.9850481745101,-72.69296403207277,-92.22315494294673,-71.5468983988164,-91.34342153513103,-75.12100027057406,-94.5960329061934,-72.26206046448013,-89.68323671731932,-71.44900860975646,-90.83313014060109,-75.86289163032545,-93.39578971157259,-74.27513647719556,-93.22978944147691,-73.55134851240345,-93.41194369854568,-72.97868176327775,-91.78188506004618,-69.68630807230419,-90.51064992313172
2050.0,1,-73.15824437104868,-92.48951193317369,-83.47139988339572,-93.54374805592131,-76.67149774360834,-93.4278147135464,-74.38414134317188,-93.07337728342637,-73.20876205889205,-91.54484357930983,-74.54114256996333,-92.46415169963976,-75.55679820135205,-91.84392675313767,-73.62583808691465,-91.51093873194719,-77.64006482958374,-94.27889327390504,-76.99234611844845,-93.30989544974544,-75.28666452481902,-93.18046800559735,-74.65443729691776,-92.52561893248483,-73.24448249208493,-90.18328287043558,-84.32230930975479,-96.78776867419916,-76.39428409001067,-93.53976451445062,-74.31553569061977,-92.96510657170802,-74.92482929092418,-90.82982206229607,-77.44221683424001,-93.66024064416484,-74.83316957125217,-93.98622820462194,-72.91787092368581,-92.44406670135061,-72.56505944267158,-91.44423627265519,-71.16141778159974,-93.28909559635036,-71.68873482484615,-91.79108189406747,-71.71956310170302,-91.16570086884627,-73.63806037381471,-94.6925350219634,-73.35372755990639,-94.31536781753951,-74.4176123291848,-92.84778753157394,-72.30214575390096,-92.5733517779873,-69.10400219248461,-91.64134150498282
2052.0,1,-73.2785766318029,-93.54290099540378,-81.39261363236521,-94.80040399021837,-76.47510217828687,-92.60260076044509,-74.89877003904863,-91.03468902209484,-74.00269313629876,-89.37665897677105,-72.42788232022039,-88.80160875426031,-75.39707571828654,-90.20478080039632,-74.54376522120663,-89.45715797755328,-77.5060097380192,-94.46108113909543,-77.02112394624278,-91.77819693617249,-75.00035751740415,-92.48168829208909,-75.19249072700771,-91.35287429183124,-72.61661113479926,-88.13633078369591,-84.04214589469336,-97.14992501015044,-76.52794116638647,-94.10981595646207,-74.51273958407974,-92.60357188729792,-73.25850994426746,-90.51410050607593,-77.03891708329026,-93.62888426471423,-75.37219745467696,-93.84238141619792,-74.4263052914587,-92.19544420297076,-73.31469369171984,-89.89463138067747,-69.73119087232176,-91.64798385461454,-73.07017684794546,-90.8973436979459,-73.33629608158225,-90.71296015194346,-77.07932635158949,-94.70442461704368,-74.27911106312489,-94.41442614724032,-75.28236076009365,-93.46119115253171,-74.16632194041905,-92.05347588096338,-70.14987167464744,-92.26077829805232
2054.0,1,-72.5836148455421,-91.83562463147234,-82.95091959817012,-94.54614774891566,-74.84147214824402,-94.24162708460503,-73.2986119285364,-92.18527917657514,-72.24857810890077,-89.55803386474417,-79.7662691406481,-95.82687608831657,-73.84637743557592,-92.10331411382211,-72.67363791016324,-90.47180383044793,-75.87827333303012,-95.63295723379346,-76.21701392331418,-94.57453774625705,-73.38111657212289,-92.78484119991317,-73.07585741929746,-91.81785523961567,-72.5203615280711,-91.95315664073576,-82.62196805807953,-98.55115771961165,-74.8099640325759,-94.2380127374677,-72.84517231856728,-91.64695975508695,-73.09757170360292,-92.54971852264133,-79.60853178345458,-92.96948824589603,-74.45628547024917,-93.74774440383689,-72.87515746244767,-91.28603330498555,-72.3222923413195,-89.23991366724323,-76.48490302297914,-95.83171402579354,-72.81570804030787,-91.98954315033373,-72.11265687397042,-91.00472887169836,-75.43675543111843,-95.1230594586474,-74.94230895909588,-94.92986515571567,-73.6721749874143,-92.13981589764336,-72.96538652530162,-90.92234011827962,-71.41015004218005,-92.76200260423296
2056.0,1,-74.07024178460019,-91.67223088043622,-84.43864273275123,-95.88394910256395,-76.90581886737893,-93.85027971227646,-75.46164318180045,-91.92246300879015,-74.42285862519572,-89.22236569742934,-86.023636141749,-96.84519512191758,-76.75122449597532,-92.601640938533,-74.3725266735571,-89.92726890687904,-77.45553873199202,-94.74229966569456,-79.15433126889283,-94.61749414814408,-75.77650624875935,-92.46814324104383,-75.34556898740588,-91.77851378691301,-75.60365690292626,-91.5345914321196,-83.43629411823889,-97.65093637764309,-76.59058388131895,-93.99340680401966,-74.90759964785327,-91.73814780772858,-76.10792964458454,-93.33675657513854,-79.01196149001157,-94.44386746760144,-75.06708774285748,-91.98028582836062,-74.31035107307343,-90.34514701617167,-73.82706097133817,-89.38222177336051,-75.25584989119196,-93.99039233926055,-73.3217183773278,-89.90284715562646,-73.03325460593334,-88.89030483623246,-76.868290453552,-94.48839112901311,-74.69320664453295,-92.40792374717768,-75.42734599811777,-91.9546870712702,-73.98168031405255,-89.97628449138617,-70.97409924623412,-89.58845991136323
2058.0,1,-74.03159738564564,-94.20510891446304,-85.81955420420923,-94.2865443547208,-76.73544521454217,-93.4103583116719,-74.78451672913809,-92.03831075538429,-73.56561101934099,-91.16384404721528,-87.51908634415683,-93.10852213831525,-75.31145915252006,-91.65101765085338,-73.25681686580465,-90.3479738132932,-77.74082286306316,-94.73068547785809,-78.44267271575352,-93.14047893202776,-75.46475849763263,-92.96199854222822,-74.69704306058644,-92.03012127343483,-74.12214514592718,-90.14799463579182,-82.69316139660705,-97.62166820086371,-76.62776519916147,-94.67965107534667,-75.3078289370087,-93.13778224225159,-75.03636379876427,-92.80305945875207,-78.97742396164573,-95.1548822282765,-75.87232701800579,-94.10091929016538,-74.53685129138637,-92.88281068448418,-73.09550210624415,-91.78723389419144,-74.58698866556864,-95.86397560168314,-72.18212690274399,-91.93986331179292,-72.08467169633923,-91.3856304846429,-77.18333572959004,-94.3000620926411,-73.89545356925932,-93.83927621835025,-75.79966071727122,-93.93080957811301,-73.48969461213066,-92.03047082297508,-69.74012366246022,-91.58799002801204
2060.0,1,-75.3304142896608,-93.44358646056519,-90.05077610175049,-96.61766207975197,-77.79865447315582,-96.68650052080145,-76.25334469740426,-95.33151758027834,-74.56849479440976,-93.07646081069126,-86.76270554303223,-95.71210901382976,-77.55671574406506,-95.36449635088391,-75.18454559562454,-93.3896295107224,-79.37548277671924,-96.11425369878354,-80.73092977256408,-97.10372475884354,-76.82373781006518,-95.64709710838571,-76.85683438823719,-95.67897504334897,-76.50336445648392,-94.20594057841839,-85.82163655265823,-97.908642928816,-78.15963221690869,-95.71411769159198,-77.47081362734734,-95.32040676645082,-77.26423048336643,-95.09161720551923,-79.44336714926267,-94.83327991415251,-77.44467639046255,-94.74966633410729,-76.81086923993072,-94.34201877145064,-74.8549626783932,-93.4181594471429,-75.97209646907692,-94.30242359161667,-73.91227570348087,-92.44947193827315,-74.38982479719179,-92.48841829728116,-77.80121801523273,-94.87588562369405,-75.1859808221254,-94.01953250759503,-76.78196186338317,-95.24877795133969,-75.2046697498699,-93.50605664227808,-70.95126568275464,-91.51868939006906
2062.0,1,-72.1418775566916,-92.73675008201769,-87.80382115567002,-95.9286588264333,-75.73082851385229,-94.70426435162169,-73.71603037217334,-92.01336470992013,-72.04963892785588,-90.33491254735155,-86.35669726717667,-94.37709697014557,-74.90771889903891,-92.6197229987167,-72.86328593820849,-91.54280658731963,-77.29285406989823,-95.5177940310272,-78.75505303090404,-94.95493378668107,-74.16258283368853,-92.79838017676516,-74.24309914578669,-92.4873165521084,-73.40511387817307,-90.81516335513419,-82.13055619666031,-98.07087941560508,-75.1240736944106,-94.45846959654274,-73.79757579212325,-92.05557705817908,-74.43479038712097,-93.2849148831817,-77.2216977287527,-96.26034107762953,-74.5352753080727,-93.54923345532794,-73.16867336792771,-91.79596106852428,-71.81945826540199,-90.25748208131093,-73.15512956250554,-96.71716009992329,-70.85438538795754,-92.79178771548466,-71.26566531522127,-90.98451650584511,-75.05536281045737,-94.90844798958139,-72.60741455653418,-94.24198213428262,-73.59943055978731,-92.54485682628345,-72.09593919678426,-92.03235128891276,-67.92605412042926,-91.78111268831518
2064.0,1,-74.1584605861276,-92.7842979045944,-87.7550980138729,-96.00848384945913,-77.06531482464321,-94.29624442136104,-74.96340159802133,-92.8316679572133,-73.34248333039258,-90.49921218906107,-84.98953944149531,-95.99426135809965,-76.55394336604267,-93.697557552627,-73.83146069904187,-92.1331632498579,-77.81878980349597,-95.49795195264241,-80.1019314599415,-95.49303392580426,-75.677917925529,-93.64354318933619,-75.542454650724,-92.96131677394102,-75.65492196957646,-92.82483612857621,-85.27568227012515,-97.4150870861461,-76.70979209205574,-94.24775342389161,-74.14775751033615,-92.8402845604509,-75.50565938813519,-93.30524196236509,-78.4918664501094,-95.47066813113533,-75.94848973429625,-92.83318191299801,-74.7340295973943,-92.27060444466699,-74.12587789228459,-90.46204536237175,-75.12357680919146,-94.00956024610414,-74.27021024150334,-91.88797798385113,-73.98779785343403,-89.85727335098906,-77.35531717436434,-94.35758759421753,-75.70205310764624,-93.41553509232419,-75.74311514903107,-93.28041326925826,-75.16055776522309,-92.00282182470049,-71.14201683318052,-91.18746597576913
2066.0,1,-75.65628395695255,-92.47844319957288,-88.33070668527984,-95.90627025552926,-78.10896284932353,-94.07297659322928,-76.22287663081443,-92.22963568425817,-74.4553284738112,-90.76536029517393,-87.1926833849669,-96.36812141811939,-76.81514350027365,-93.48151064688057,-74.85458657423248,-91.45966895519015,-79.53749545551547,-95.59134563876805,-79.83724017130619,-95.20853578236498,-77.5856188723339,-93.17984821495108,-76.3338509793902,-92.6785331340219,-75.87192723407608,-93.00076321582051,-84.67133128688246,-98.09450170308611,-78.3961506976668,-94.64755989654024,-76.93170354142626,-92.42969646369103,-78.00702605288515,-93.68027837163497,-78.70620610847789,-95.31173785734265,-76.41611540884576,-92.43121932415218,-75.65379016087627,-91.53877740355955,-74.65223589937685,-90.15021169227012,-74.6679148550538,-94.03941231345975,-73.01721253313507,-90.57060148815665,-72.96888089422308,-90.3543796256853,-77.86594249770813,-94.4209041632007,-74.9156144903203,-92.72844395503766,-76.63688477224201,-92.93816824373897,-74.41654585448967,-91.41853950556403,-69.88688896268545,-90.27031317872601
2068.0,1,-74.83487731641092,-93.77269963301474,-87.02803204895231,-95.96648391731357,-77.31877485355409,-94.69920269719293,-75.7092406532456,-93.26089572867497,-74.42318640053975,-91.79845656606027,-86.69329887000339,-93.58952631084637,-76.51799971157791,-94.11620257682085,-75.34192928648278,-92.62990519598426,-78.3801922255169,-95.91186534345412,-79.1851440137517,-95.41081504241976,-75.97813348197879,-94.60095060892971,-76.41899828228155,-93.57768788817674,-75.78403591721289,-92.30630205442597,-83.7816399085893,-97.85581203020521,-76.54038752160625,-95.43079321087706,-75.30673399056194,-94.23606827547945,-74.97528657659457,-94.36113638535075,-80.39839499606002,-95.3390449637972,-76.85221252505141,-94.63091944403828,-75.51241731072018,-93.34792503787713,-74.4036633266731,-91.66669218085576,-75.79417044523768,-94.71561754229874,-75.20437478176518,-92.83441122584115,-74.16773418663696,-90.67341103621007,-77.7795269706239,-95.28900533375412,-76.96044701266436,-94.97052160823762,-76.35485800710894,-94.25295328859015,-75.27664168019544,-92.69394829381731,-72.15954149095664,-91.69340296012723
2070.0,1,-72.7592113654689,-94.91806383746992,-84.91770570815687,-94.0170522760669,-74.32226985269182,-94.38749853167062,-72.40488487804514,-93.53173566045648,-71.28051681982873,-92.13211863806471,-83.12363161274519,-95.22119190954761,-73.49557623809014,-94.54737815885912,-71.87947555289031,-91.97629845601688,-76.0410784615472,-94.94942557102794,-76.39176613656701,-95.46271153030993,-73.17085607172689,-94.53166844993615,-72.81318612972628,-94.16061966947203,-72.77686540785253,-93.7990964789752,-83.91265189263002,-97.44301528792363,-74.49034265198952,-95.00833393519763,-72.4715892788731,-94.03676548894668,-73.4860360305274,-94.11285573933534,-77.91860562800503,-95.32528244752696,-74.4330868514206,-94.05589088029654,-72.66396890750592,-93.54520688670262,-71.8065308547229,-93.12119036051715,-74.94704014708235,-93.94635367328492,-71.60026282478741,-91.19945138244705,-71.81923167964032,-91.22432534826135,-75.29416544283572,-96.11667938959644,-73.46715921947734,-94.77865860618803,-73.2529637525249,-94.28838148177053,-72.53474113384596,-92.42619058319774,-69.20236861472151,-92.83414774210877
2072.0,1,-74.35404745630144,-95.47022640268202,-87.80997956664993,-95.95929007488378,-76.94349653436308,-96.32165883671559,-75.0084350828496,-94.58736151428141,-73.58807855190828,-92.1429828381769,-88.7346513983297,-95.23719705536521,-76.0774944331933,-95.12849368249526,-74.18061756542463,-93.7369252278664,-77.93405126751274,-97.00933649374994,-79.29237658448203,-96.16948203769986,-75.544028658887,-95.83332829829187,-75.85213279589405,-95.70493503834953,-75.6088948031613,-93.68439780509487,-83.46215319858794,-98.77316509160367,-76.20048445951332,-96.86021362429241,-74.77629593352731,-95.62359128398694,-75.58533792784166,-95.75789369572384,-79.10616180508502,-95.29327923107627,-75.54879052659632,-96.42854779264061,-74.38316383056276,-95.11836133047657,-73.23378131954851,-91.23767775109641,-76.163168083077,-95.74818306593349,-73.14072317129133,-94.22455917597514,-73.09869588097426,-92.49700402377611,-76.69412374892671,-97.19924127906549,-74.4758905721464,-95.7504116450783,-75.3479233977191,-95.83179673823568,-74.06772657369044,-95.11773849069374,-71.14573784614366,-92.6240970852391
2074.0,1,-73.53918513044414,-91.96149837003506,-84.59960467726175,-96.39083755843295,-75.43126808539847,-94.61090835563218,-73.42029624686245,-91.79377508700654,-73.37721387871503,-91.3192118783151,-83.10918305595109,-93.89317076880846,-74.96503738070513,-93.3392812494202,-73.46776748749932,-92.0420905293674,-76.3439614408496,-95.71917755846115,-77.67225945629548,-95.30872629744269,-74.1802810830127,-93.66218105076364,-74.00789083581655,-93.20056806019747,-73.55832620156757,-91.79737637720618,-83.08523108548724,-97.35523680964735,-75.1986711999383,-94.5341994109422,-73.97764384683518,-92.97759367021709,-73.67734470767306,-93.11430812757942,-77.18402573754345,-93.32257262034175,-74.17352727876265,-92.74577375499649,-73.40030161017103,-92.12630765213416,-72.57808896691043,-90.83719460725223,-75.68228763416077,-94.90813444520656,-71.80674050894103,-91.03425952714278,-72.00552326057807,-89.42404181563317,-75.72890038937408,-94.19950834818096,-73.36984133570215,-93.66092360808024,-74.48438124485276,-93.04933078397299,-72.71767745934288,-91.80632454137915,-69.75074664841324,-91.42013177680647
2076.0,1,-70.35341508969317,-91.54260043113541,-78.9263678215927,-94.46112605852522,-73.5086136576555,-95.38748548004513,-72.16475997260287,-93.95652840603985,-72.16460101839756,-91.116151224998,-69.58675296495664,-94.81077020735154,-70.79963372485017,-95.12238858775113,-72.0624990209873,-93.15640174827433,-74.18495650719532,-96.17401314374099,-73.04400797713092,-96.33734631993164,-72.87406345739477,-95.12046284440858,-72.30653863706142,-94.83804375262051,-68.90068866442171,-94.44068488235679,-80.74289203044549,-97.98924583369718,-73.61208179204498,-95.04631673814569,-72.9725198654087,-94.61006749329042,-75.07348121420083,-93.68608227596594,-76.30051068699754,-93.15971077718956,-72.66096499944396,-94.5840217789179,-72.29780021064896,-93.18395662322612,-71.74208905343944,-91.57386972674827,-72.47179299336499,-94.8499826787325,-70.70495713057254,-91.92948266798295,-71.05961914373628,-91.58732799734636,-74.38221597392072,-95.42440105553692,-72.27601403861134,-94.42930901316272,-72.80994083686727,-94.61064788627772,-71.60803613845832,-93.23137243104318,-69.17972084780692,-92.84684846490306
2078.0,1,-71.09495372964032,-91.53987297909083,-80.69019936515113,-93.73560384823432,-74.1479808853286,-94.39002672875988,-72.3127913312549,-91.55363250507165,-70.63928113128237,-90.72625815678862,-74.08952002376216,-94.2167046207621,-71.50529540784675,-92.19119599135274,-71.30715609845198,-90.19723420504656,-75.57304123856854,-95.73106458427151,-74.07172637395038,-94.30367079160737,-72.87584806879639,-93.65558489960536,-71.83350402692352,-92.23384913020644,-70.21598806167214,-90.6388707123577,-82.4102904880746,-97.71870570125266,-74.03733260981444,-95.30415435574353,-72.28905501956719,-92.87893143671069,-74.56681334117943,-92.77037647785293,-77.65335858807367,-91.11710168704928,-74.35931380077325,-92.50406065802386,-73.04161545756808,-91.82258619221759,-71.25916533684725,-90.96690952137001,-72.41181756991492,-94.92280251456799,-73.13359110806762,-91.18924900539854,-72.57716673036265,-91.24728587712227,-74.0361434605251,-94.4105724474254,-74.52207465612203,-93.09958411092208,-72.68960474828245,-92.99198317928442,-73.08582703318903,-91.37736329061256,-69.9593476052869,-92.08514103418199
2080.0,1,-73.91208933875146,-92.32591186516319,-86.53222386386803,-93.14505986032486,-77.23808610452222,-94.56704772096742,-76.23081397119367,-92.48333882004661,-75.08947061744686,-91.08300241587412,-82.34401071647495,-95.91600107972035,-76.45445680190005,-92.9474877235016,-75.1740409830211,-91.56991234607231,-78.4250522930609,-95.45918386654074,-79.61191848092315,-94.83665867127172,-76.27351405816364,-93.56370368081402,-75.99290190860808,-92.6750909670372,-75.9325903219913,-91.70237724690394,-83.79206574514888,-97.18434811640361,-77.00299336390002,-94.96086562823783,-76.04994464815155,-93.4289262932644,-75.25671685120672,-91.96093316947598,-77.518122583452,-93.06506553360694,-75.47729328856649,-93.79645869797795,-74.7910401810733,-93.16778314206431,-74.81090465531929,-91.24866755390875,-73.07779390750373,-94.1288359737004,-73.18227548721565,-90.78535024896014,-73.91329886692189,-90.23666821163945,-77.52209718880393,-95.13575130685413,-74.36993320853625,-93.25330051623673,-76.04793167301436,-93.88492997868363,-74.59938106146124,-92.33095209063657,-70.18196604052436,-91.13868387577838
2082.0,1,-74.34297044507173,-94.41410967991783,-85.63903783089536,-94.80131449269288,-77.05781928049444,-96.82173791575121,-74.878731368131,-96.09121105586027,-72.94177517420111,-94.18502450114771,-83.23491939255126,-95.14828517758241,-75.0394596663194,-95.97591727813136,-73.81347293554838,-95.55406255831915,-78.10411015249782,-97.13058041749461,-78.35090885958388,-96.28068584221245,-75.98579036931388,-96.84736971347445,-75.55808446264193,-96.52116792920474,-74.38391735666522,-94.96879332640836,-83.90654078225432,-97.22950024878355,-76.96441832628109,-97.23550564909642,-75.84814036930212,-95.89405087763822,-76.17520879629295,-93.25245098467948,-81.97645276532783,-92.82234541467247,-77.28027223881551,-94.86274413645587,-75.965999026739,-94.52464706986846,-74.36891512825751,-94.63895427168625,-77.13093292553495,-94.12541821144116,-74.8778176167619,-92.82502941275723,-73.93737333844169,-92.44556249519562,-77.93921363053776,-96.32163921131422,-76.77468982556432,-94.30135797329527,-76.40627488859022,-95.8629365590794,-75.84696652028092,-93.74272221503661,-72.28343306719628,-92.9128780785806
2084.0,1,-71.93933816011916,-90.47921124007077,-85.55024017701155,-95.254915312986,-74.63266325938542,-91.23037507567648,-72.90850568202428,-89.33157430305614,-71.99773220069183,-88.93670589517356,-86.41564216503065,-90.66852628321823,-74.4360562978802,-88.92372949198163,-72.80813784694605,-88.05703447594703,-75.71860036407976,-92.86754241130518,-77.59768775018196,-91.95575585087926,-73.3912745299426,-90.45337280189314,-73.61440603989651,-88.52024715781504,-73.5540560226856,-89.0362227481005,-83.0243064322054,-96.62191657827614,-74.5625432678147,-92.49913988402353,-73.10999972987761,-90.32806373029679,-73.61514762014012,-91.35499131197247,-78.49428265517278,-93.91322620947662,-74.3023920678349,-92.41340998296019,-72.72244037139734,-90.90296491979238,-72.07996529769392,-90.11983390850637,-75.81275426583076,-94.06997447605059,-72.63222551810375,-91.29253927693168,-71.66854075600052,-89.98296741884877,-74.73984349285449,-93.05339245363052,-74.40742238031937,-92.84315242995505,-73.32173019909814,-90.99118155839888,-72.57367459352616,-91.33250258436475,-70.99468483376566,-90.14435211050284
2086.0,1,-83.20789187101256,-97.10185121611448,-91.38855808972586,-96.28416613500394,-84.69808932023001,-98.33175508646171,-82.53625179842697,-97.95150361568946,-81.79739112339112,-96.23842997346654,-83.64350939994095,-95.06484578611187,-84.03471098471246,-97.30929207803257,-82.01745299664324,-96.14638938785225,-85.25867659106447,-98.42818937075765,-86.60127311911454,-97.98091373160055,-83.7821682847145,-97.66428930317694,-83.10685980102696,-97.43842823744549,-83.3735023401956,-96.99760083673405,-92.23416936056427,-97.93246467560297,-85.18958933884066,-98.11534022917891,-83.69898036952635,-96.64767899366711,-82.24396331107786,-96.63543373426522,-86.20150438364087,-95.27936783371763,-86.12173615677547,-96.4358315584417,-83.61399129494585,-96.91905197894401,-81.90543788706972,-95.73350621023268,-77.8626271144837,-93.68184188372055,-84.52096483532125,-93.93572205967955,-82.36009113767776,-94.74004041752202,-85.31283646008262,-97.48702003428795,-84.65091233199381,-95.14445045457789,-85.1581988104289,-97.61121494404287,-83.75832665875467,-95.60460610624449,-79.858364324736,-92.90816892563667
2088.0,1,-73.35837522002281,-93.72777826683111,-88.22556149541671,-95.5020405733133,-76.97150154513866,-95.41880120194774,-74.79755433578318,-94.16412119306315,-73.19473621897224,-92.19959244361311,-83.63354245562819,-96.21038317812243,-76.55626371027236,-93.98017403635735,-73.72568703844868,-92.68963539426548,-77.79508802623272,-96.45020123636549,-78.85907244298349,-95.34862310760275,-75.55521883178275,-95.21993637784448,-75.52065725342212,-93.37281529740082,-75.21222806529147,-92.66342469136586,-83.80517704600126,-97.53784374032998,-76.46554205770796,-96.17332424504627,-74.38542679163828,-94.54795893636374,-76.32920959183278,-94.16196578471074,-76.69722125361325,-94.44230350486528,-74.51452564274229,-94.49295991023675,-73.70801044591066,-93.93856950915674,-73.22951269454616,-91.82867193008545,-70.83604056254073,-94.63405992356458,-71.44419176094287,-93.044512491224,-72.32080349939041,-91.83689485630596,-75.65031899450929,-95.50401122086149,-72.6462662563792,-94.20497044506492,-75.21960236009265,-94.95323167202937,-73.33837279206318,-93.69502546076981,-68.04202815219972,-91.79998235934475
2090.0,1,-74.79423538746998,-96.14697347717497,-86.76361964444018,-96.36009449523348,-77.14624314952489,-96.27869150847474,-74.71630610403348,-94.75540938031375,-72.9525606260833,-94.4407574311941,-83.79163760437392,-94.66440278145521,-76.01085255234946,-95.2689667621152,-73.59116994446283,-93.67899764669497,-79.21150949767662,-97.12801745115871,-78.68004753602173,-96.30639597145881,-75.68224252872308,-95.89773262487746,-75.39921739991878,-95.87243760962785,-74.67273730591448,-93.42251503405195,-86.21176258314618,-98.2555157958663,-77.40182558162202,-96.2286830599613,-74.59875427916201,-95.51149568344195,-76.27995020169888,-95.22232796152247,-80.13050495041156,-97.09033893563264,-75.60923748763109,-96.10281810438823,-73.69974472818907,-94.97878847075448,-72.87195132340287,-94.0607800854805,-75.82659417712459,-96.00123246003875,-73.29288218168928,-95.09534489207859,-72.56619225811447,-93.11620206952017,-78.49351831058414,-97.87386762158376,-75.22809185679637,-97.12286855550934,-75.70170483685354,-95.89392822694876,-73.79095636190038,-94.63122823153931,-70.81875312675447,-96.02692477517692
